Quarter,Quarter Sort Val,College,Department,Major,NewFreshman-M,NewFreshman-F,NewFreshman-Total,Freshman-M,Freshman-F,Freshman-Total,Sophomore-M,Sophomore-F,Sophomore-Total,Junior-M,Junior-F,Junior-Total,Senior-M,Senior-F,Senior-Total,Special-M,Special-F,Special-Total,Total-M,Total-F,Total
wi14,141,SIXTH,CGS,CritGendSt,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,2,1,3
wi14,141,SIXTH,CHEM,Bioch/Chem,0,0,0,6,3,9,3,3,6,5,5,10,27,15,42,0,0,0,41,26,67
wi14,141,SIXTH,CHEM,Bioinform,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
wi14,141,SIXTH,CHEM,Chem Educ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,CHEM,Chem Phys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi14,141,SIXTH,CHEM,Chemistry,0,0,0,3,3,6,0,1,1,1,2,3,8,2,10,0,0,0,12,8,20
wi14,141,SIXTH,CHEM,Envir Chem,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,0,0,0,1,5,6
wi14,141,SIXTH,CHEM,MolecSynth,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,2,3
wi14,141,SIXTH,CHEM,Pharm Chem,0,0,0,2,12,14,5,14,19,6,5,11,17,12,29,0,0,0,30,43,73
wi14,141,SIXTH,CHIN,Chinese St,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi14,141,SIXTH,COGS,Cog Sci,0,0,0,1,2,3,6,2,8,3,6,9,7,0,7,0,0,0,17,10,27
wi14,141,SIXTH,COGS,CogSc/ClAs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,COGS,CogSc/Comp,0,0,0,0,0,0,0,1,1,0,0,0,3,2,5,0,0,0,3,3,6
wi14,141,SIXTH,COGS,CogSc/HCI,0,0,0,0,0,0,2,2,4,1,4,5,7,14,21,0,0,0,10,20,30
wi14,141,SIXTH,COGS,CogSc/HCog,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,3,3
wi14,141,SIXTH,COGS,CogSc/Neur,0,0,0,1,0,1,1,2,3,3,3,6,6,14,20,0,0,0,11,19,30
wi14,141,SIXTH,COMM,Communic,0,0,0,3,6,9,6,22,28,17,41,58,15,41,56,0,0,0,41,110,151
wi14,141,SIXTH,CSE,Comp Sci,0,0,0,5,1,6,43,10,53,96,27,123,103,23,126,0,0,0,247,61,308
wi14,141,SIXTH,CSE,CompEngCSE,0,0,0,7,0,7,18,2,20,25,1,26,22,1,23,0,0,0,72,4,76
wi14,141,SIXTH,CSE,CompScBinf,0,0,0,5,0,5,2,3,5,1,2,3,3,2,5,0,0,0,11,7,18
wi14,141,SIXTH,ECE,CompEngECE,0,0,0,3,0,3,7,0,7,5,0,5,3,0,3,0,0,0,18,0,18
wi14,141,SIXTH,ECE,Electr Eng,0,0,0,36,3,39,41,2,43,56,6,62,45,4,49,0,0,0,178,15,193
wi14,141,SIXTH,ECE,Engin Phys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi14,141,SIXTH,ECE,Pr-EngPhys,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
wi14,141,SIXTH,ECON,Ec-Mth&Ecn,0,0,0,5,4,9,4,4,8,3,1,4,5,0,5,0,0,0,17,9,26
wi14,141,SIXTH,ECON,Econ-MgtSc,0,0,0,8,2,10,14,7,21,17,13,30,43,26,69,0,0,0,82,48,130
wi14,141,SIXTH,ECON,Economics,0,0,0,14,10,24,21,7,28,44,26,70,45,32,77,0,0,0,124,75,199
wi14,141,SIXTH,ESYS,EnvSys(EB),0,0,0,0,0,0,0,2,2,1,2,3,3,14,17,0,0,0,4,18,22
wi14,141,SIXTH,ESYS,EnvSys(EC),0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2
wi14,141,SIXTH,ESYS,EnvSys(EP),0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6
wi14,141,SIXTH,ESYS,EnvSys(ES),0,0,0,0,0,0,0,1,1,1,0,1,1,2,3,0,0,0,2,3,5
wi14,141,SIXTH,ETHN,Ethnic St,0,0,0,0,1,1,0,1,1,0,0,0,2,0,2,0,0,0,2,2,4
wi14,141,SIXTH,FPMU,Public Hlt,0,0,0,0,3,3,1,12,13,0,6,6,2,2,4,0,0,0,3,23,26
wi14,141,SIXTH,HDP,Human Dev,0,0,0,0,0,0,0,0,0,1,6,7,2,27,29,0,0,0,3,33,36
wi14,141,SIXTH,HDP,Pr-HumnDev,0,0,0,0,2,2,0,7,7,0,7,7,1,2,3,0,0,0,1,18,19
wi14,141,SIXTH,HIST,History,0,0,0,0,0,0,0,0,0,3,3,6,7,3,10,0,0,0,10,6,16
wi14,141,SIXTH,INTL,IntSt-Anth,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
wi14,141,SIXTH,INTL,IntSt-Econ,0,0,0,0,3,3,2,1,3,4,2,6,4,9,13,0,0,0,10,15,25
wi14,141,SIXTH,INTL,IntSt-Hist,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2
wi14,141,SIXTH,INTL,IntSt-Ling,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,INTL,IntSt-PolS,0,0,0,0,0,0,1,3,4,1,0,1,2,10,12,0,0,0,4,13,17
wi14,141,SIXTH,INTL,IntSt-Soc,0,0,0,0,1,1,1,2,3,0,0,0,1,1,2,0,0,0,2,4,6
wi14,141,SIXTH,ITAL,Italian St,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
wi14,141,SIXTH,JAPN,JapaneseSt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,LING,Lang Stu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,LING,Ling-CogLn,0,0,0,0,0,0,0,1,1,1,2,3,1,1,2,0,0,0,2,4,6
wi14,141,SIXTH,LING,Ling-LSoc,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,1,3,4
wi14,141,SIXTH,LING,Linguistcs,0,0,0,0,1,1,0,0,0,1,2,3,0,3,3,0,0,0,1,6,7
wi14,141,SIXTH,LIT,Lit/CultSt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,LIT,Lit/Engl,0,0,0,0,0,0,0,1,1,1,3,4,1,2,3,0,0,0,2,6,8
wi14,141,SIXTH,LIT,Lit/World,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,LIT,Lit/Writng,0,0,0,1,4,5,1,2,3,1,3,4,2,3,5,0,0,0,5,12,17
wi14,141,SIXTH,LIT,Spanish Lt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,MAE,Aerosp Eng,0,0,0,1,1,2,4,1,5,6,2,8,15,1,16,0,0,0,26,5,31
wi14,141,SIXTH,MAE,Engin Sci,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
wi14,141,SIXTH,MAE,Envir Eng,0,0,0,9,2,11,4,3,7,8,4,12,10,13,23,0,0,0,31,22,53
wi14,141,SIXTH,MAE,Mech Engin,0,0,0,0,0,0,12,3,15,8,3,11,38,5,43,0,0,0,58,11,69
wi14,141,SIXTH,MATH,Appld Math,0,0,0,5,4,9,4,5,9,5,4,9,4,3,7,0,0,0,18,16,34
wi14,141,SIXTH,MATH,Math/SecEd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,MATH,Mathematcs,0,0,0,5,1,6,3,2,5,2,1,3,3,1,4,0,0,0,13,5,18
wi14,141,SIXTH,MATH,Mth-CompSc,0,0,0,5,0,5,5,4,9,2,0,2,3,2,5,0,0,0,15,6,21
wi14,141,SIXTH,MATH,Mth-Mth&Ec,0,0,0,2,0,2,5,2,7,3,4,7,5,1,6,0,0,0,15,7,22
wi14,141,SIXTH,MATH,Mth/ApldSc,0,0,0,0,2,2,1,1,2,0,0,0,0,1,1,0,0,0,1,4,5
wi14,141,SIXTH,MATH,Prob&Stats,0,0,0,0,1,1,0,1,1,1,1,2,1,0,1,0,0,0,2,3,5
wi14,141,SIXTH,MUS,Mu-CompArt,0,0,0,1,1,2,1,0,1,7,1,8,11,0,11,0,0,0,20,2,22
wi14,141,SIXTH,MUS,Music,0,0,0,1,0,1,0,0,0,1,2,3,6,4,10,0,0,0,8,6,14
wi14,141,SIXTH,NENG,NanoEng,0,0,0,7,2,9,9,5,14,14,1,15,20,4,24,0,0,0,50,12,62
wi14,141,SIXTH,PHIL,Philosophy,0,0,0,0,0,0,0,1,1,0,0,0,2,2,4,0,0,0,2,3,5
wi14,141,SIXTH,PHYS,Biophysics,0,0,0,0,0,0,1,0,1,0,0,0,4,0,4,0,0,0,5,0,5
wi14,141,SIXTH,PHYS,GenPys/SEd,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
wi14,141,SIXTH,PHYS,Phy/ErthSc,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2
wi14,141,SIXTH,PHYS,Phys/Astro,0,0,0,0,2,2,2,1,3,2,1,3,0,1,1,0,0,0,4,5,9
wi14,141,SIXTH,PHYS,Phys/Comp,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,3,0,3
wi14,141,SIXTH,PHYS,Phys/Mtrls,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
wi14,141,SIXTH,PHYS,Physics,0,0,0,6,0,6,4,1,5,3,0,3,5,0,5,0,0,0,18,1,19
wi14,141,SIXTH,POLI,Polit Sci,0,0,0,3,0,3,3,4,7,7,6,13,7,7,14,0,0,0,20,17,37
wi14,141,SIXTH,POLI,PolSc-Amer,0,0,0,0,0,0,1,1,2,1,1,2,3,2,5,0,0,0,5,4,9
wi14,141,SIXTH,POLI,PolSc-Comp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,POLI,PolSc-Intl,0,0,0,1,1,2,1,1,2,3,7,10,5,3,8,0,0,0,10,12,22
wi14,141,SIXTH,POLI,PolSc-PLaw,0,0,0,0,0,0,0,2,2,1,2,3,5,3,8,0,0,0,6,7,13
wi14,141,SIXTH,POLI,PolSc-PPol,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3
wi14,141,SIXTH,POLI,PolSc-Thry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,PSYC,Psychology,0,0,0,5,8,13,5,23,28,16,42,58,27,59,86,0,0,0,53,132,185
wi14,141,SIXTH,RELI,Relig/Stu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,SIXTH,SE,Engin Sci,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
wi14,141,SIXTH,SE,Struct Eng,0,0,0,16,5,21,21,4,25,24,8,32,46,10,56,0,0,0,107,27,134
wi14,141,SIXTH,SIO,Earth Sci,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,2,4,6
wi14,141,SIXTH,SIO,Marine Bio,0,0,0,0,6,6,1,4,5,1,4,5,2,1,3,0,0,0,4,15,19
wi14,141,SIXTH,SOC,SocCulCom,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2
wi14,141,SIXTH,SOC,SocEconSoc,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,2,1,3
wi14,141,SIXTH,SOC,SocIntlStu,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
wi14,141,SIXTH,SOC,Sociology,0,0,0,2,1,3,0,1,1,5,8,13,2,7,9,0,0,0,9,17,26
wi14,141,SIXTH,SOC,SocLawSoc,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,0,0,0,1,5,6
wi14,141,SIXTH,SOC,SocSciMed,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,2,3
wi14,141,SIXTH,SOC,SocSolneq,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
wi14,141,SIXTH,THEA,Dance,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
wi14,141,SIXTH,THEA,Theatre,0,0,0,0,6,6,0,2,2,5,4,9,5,11,16,0,0,0,10,23,33
wi14,141,SIXTH,UNAF,UndecHumAr,0,0,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4
wi14,141,SIXTH,UNAF,Undeclared,0,0,0,46,28,74,33,15,48,0,0,0,0,0,0,0,0,0,79,43,122
wi14,141,SIXTH,UNAF,UndecPhysS,0,1,1,5,3,8,1,0,1,0,0,0,0,0,0,0,0,0,6,4,10
wi14,141,SIXTH,UNAF,UndecSocSc,0,0,0,2,6,8,1,0,1,0,0,0,0,0,0,0,0,0,3,6,9
wi14,141,SIXTH,USP,Urb Stu&Pl,0,0,0,0,0,0,0,2,2,3,9,12,4,7,11,0,0,0,7,18,25
wi14,141,SIXTH,VIS,Art Hst/Cr,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,9,9
wi14,141,SIXTH,VIS,Media,0,0,0,7,6,13,7,7,14,7,15,22,17,11,28,0,0,0,38,39,77
wi14,141,SIXTH,VIS,Studio VA,0,0,0,0,0,0,1,4,5,1,5,6,1,16,17,0,0,0,3,25,28
wi14,141,SIXTH,VIS,VA-CompArt,0,0,0,1,7,8,1,9,10,2,1,3,8,8,16,0,0,0,12,25,37
wi14,141,WARREN,ANTH,Anth-Arch,0,0,0,0,1,1,0,0,0,1,2,3,0,2,2,0,0,0,1,5,6
wi14,141,WARREN,ANTH,Anth-Biol,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
wi14,141,WARREN,ANTH,Anth-Soci,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3
wi14,141,WARREN,BENG,Bioen:Binf,0,0,0,3,4,7,3,5,8,4,3,7,4,7,11,0,0,0,14,19,33
wi14,141,WARREN,BENG,BioengBioS,0,0,0,2,0,2,10,0,10,0,1,1,0,0,0,0,0,0,12,1,13
wi14,141,WARREN,BENG,BioengBiot,0,0,0,2,0,2,7,10,17,10,9,19,24,22,46,0,0,0,43,41,84
wi14,141,WARREN,BENG,Bioengin,0,0,0,0,0,0,5,7,12,12,4,16,19,13,32,0,0,0,36,24,60
wi14,141,WARREN,BIOL,Bioc/CellB,0,0,0,5,11,16,18,15,33,27,26,53,35,34,69,0,0,0,85,86,171
wi14,141,WARREN,BIOL,BiolBioinf,0,0,0,0,0,0,0,2,2,2,0,2,1,0,1,0,0,0,3,2,5
wi14,141,WARREN,BIOL,Ec/Beh/Evo,0,0,0,0,1,1,3,1,4,1,1,2,2,7,9,0,0,0,6,10,16
wi14,141,WARREN,BIOL,Genl Biol,0,0,0,4,7,11,4,16,20,13,20,33,29,38,67,0,0,0,50,81,131
wi14,141,WARREN,BIOL,Human Bio,0,0,0,3,22,25,23,29,52,24,34,58,35,39,74,0,0,0,85,124,209
wi14,141,WARREN,BIOL,Microbiol,0,0,0,0,0,0,1,2,3,2,2,4,3,7,10,0,0,0,6,11,17
wi14,141,WARREN,BIOL,Molec Biol,0,0,0,1,0,1,2,1,3,2,4,6,9,7,16,0,0,0,14,12,26
wi14,141,WARREN,BIOL,PhyslNeuro,0,0,0,2,8,10,13,13,26,17,11,28,12,18,30,0,0,0,44,50,94
wi14,141,WARREN,CENG,Chem Engin,0,0,0,12,5,17,23,12,35,34,14,48,54,31,85,0,0,0,123,62,185
wi14,141,WARREN,CGS,CritGendSt,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
wi14,141,WARREN,CHEM,Bioch/Chem,0,0,0,2,3,5,5,3,8,5,8,13,23,18,41,0,0,0,35,32,67
wi14,141,WARREN,CHEM,Chem Phys,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,WARREN,CHEM,Chemistry,0,0,0,0,4,4,1,4,5,3,4,7,4,11,15,0,0,0,8,23,31
wi14,141,WARREN,CHEM,Envir Chem,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,1,3,4
wi14,141,WARREN,CHEM,MolecSynth,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
wi14,141,WARREN,CHEM,Pharm Chem,0,0,0,0,1,1,1,3,4,3,9,12,19,24,43,0,0,0,23,37,60
wi14,141,WARREN,CHIN,Chinese St,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2
wi14,141,WARREN,COGS,Cog Sci,0,0,0,0,1,1,1,4,5,1,4,5,7,4,11,0,0,0,9,13,22
wi14,141,WARREN,COGS,CogSc/ClAs,0,0,0,0,0,0,1,2,3,0,1,1,0,2,2,0,0,0,1,5,6
wi14,141,WARREN,COGS,CogSc/Comp,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2
wi14,141,WARREN,COGS,CogSc/HCI,0,0,0,0,0,0,0,1,1,1,2,3,5,5,10,0,0,0,6,8,14
wi14,141,WARREN,COGS,CogSc/HCog,0,0,0,0,0,0,1,0,1,1,1,2,0,1,1,0,0,0,2,2,4
wi14,141,WARREN,COGS,CogSc/Neur,0,0,0,0,1,1,0,1,1,0,4,4,11,21,32,0,0,0,11,27,38
wi14,141,WARREN,COMM,Communic,0,0,0,0,4,4,3,5,8,10,27,37,11,23,34,0,0,0,24,59,83
wi14,141,WARREN,CSE,Comp Sci,0,0,0,11,4,15,60,7,67,121,26,147,166,28,194,0,0,0,358,65,423
wi14,141,WARREN,CSE,CompEngCSE,0,0,0,4,0,4,16,3,19,34,4,38,45,5,50,0,0,0,99,12,111
wi14,141,WARREN,CSE,CompScBinf,0,0,0,7,2,9,12,0,12,3,3,6,9,5,14,0,0,0,31,10,41
wi14,141,WARREN,ECE,CompEngECE,0,0,0,4,0,4,9,3,12,9,0,9,12,0,12,0,0,0,34,3,37
wi14,141,WARREN,ECE,Electr Eng,0,0,0,38,12,50,49,17,66,65,13,78,90,10,100,0,0,0,242,52,294
wi14,141,WARREN,ECE,EleEng&Soc,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
wi14,141,WARREN,ECE,Engin Phys,0,0,0,1,0,1,2,0,2,2,0,2,2,0,2,0,0,0,7,0,7
wi14,141,WARREN,ECE,Pr-EngPhys,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,3
wi14,141,WARREN,ECON,Ec-Mth&Ecn,0,0,0,4,1,5,5,3,8,3,3,6,5,0,5,0,0,0,17,7,24
wi14,141,WARREN,ECON,Econ-MgtSc,0,0,0,7,7,14,15,7,22,24,18,42,34,21,55,0,0,0,80,53,133
wi14,141,WARREN,ECON,Economics,0,0,0,13,6,19,18,8,26,61,29,90,53,37,90,0,0,0,145,80,225
wi14,141,WARREN,ESYS,EnvSys(EB),0,0,0,0,0,0,0,0,0,0,2,2,3,4,7,0,0,0,3,6,9
wi14,141,WARREN,ESYS,EnvSys(EP),0,0,0,1,0,1,0,0,0,0,1,1,1,1,2,0,0,0,2,2,4
wi14,141,WARREN,ESYS,EnvSys(ES),0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2
wi14,141,WARREN,ETHN,Ethnic St,0,0,0,0,1,1,1,1,2,1,1,2,0,2,2,0,0,0,2,5,7
wi14,141,WARREN,FPMU,Public Hlt,0,0,0,0,0,0,0,4,4,0,8,8,2,0,2,0,0,0,2,12,14
wi14,141,WARREN,HDP,Human Dev,0,0,0,0,0,0,1,0,1,0,6,6,4,15,19,0,0,0,5,21,26
wi14,141,WARREN,HDP,Pr-HumnDev,0,0,0,0,1,1,1,2,3,1,5,6,0,0,0,0,0,0,2,8,10
wi14,141,WARREN,HIST,History,0,0,0,1,0,1,0,1,1,4,0,4,7,2,9,0,0,0,12,3,15
wi14,141,WARREN,INTD,Wa Ind St,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
wi14,141,WARREN,INTL,IntSt-Econ,0,0,0,0,2,2,0,0,0,1,2,3,0,10,10,0,0,0,1,14,15
wi14,141,WARREN,INTL,IntSt-Hist,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
wi14,141,WARREN,INTL,IntSt-Ling,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2
wi14,141,WARREN,INTL,IntSt-PolS,0,0,0,0,0,0,0,3,3,3,2,5,4,0,4,0,0,0,7,5,12
wi14,141,WARREN,INTL,IntSt-Soc,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,4,4
wi14,141,WARREN,JAPN,JapaneseSt,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
wi14,141,WARREN,JUDA,Judaic Stu,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
wi14,141,WARREN,LING,Lang Stu,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2
wi14,141,WARREN,LING,Ling-CogLn,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,3,3
wi14,141,WARREN,LING,Ling-LSoc,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
wi14,141,WARREN,LING,Linguistcs,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,3,2,5
wi14,141,WARREN,LIT,Lit/Engl,0,0,0,1,0,1,0,0,0,0,5,5,1,2,3,0,0,0,2,7,9
wi14,141,WARREN,LIT,Lit/Writng,0,0,0,0,0,0,0,2,2,5,5,10,1,7,8,0,0,0,6,14,20
wi14,141,WARREN,LIT,Spanish Lt,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,2
wi14,141,WARREN,MAE,Aerosp Eng,0,0,0,6,0,6,16,5,21,19,6,25,28,3,31,0,0,0,69,14,83
wi14,141,WARREN,MAE,Engin Sci,0,0,0,0,0,0,0,0,0,2,0,2,7,1,8,0,0,0,9,1,10
wi14,141,WARREN,MAE,Envir Eng,0,0,0,7,1,8,13,8,21,10,4,14,16,15,31,0,0,0,46,28,74
wi14,141,WARREN,MAE,Mech Engin,0,0,0,5,0,5,30,5,35,28,5,33,52,13,65,0,0,0,115,23,138
wi14,141,WARREN,MATH,Appld Math,0,0,0,6,2,8,4,5,9,6,3,9,9,6,15,0,0,0,25,16,41
wi14,141,WARREN,MATH,Math/SecEd,0,0,0,1,0,1,0,3,3,0,3,3,2,2,4,0,0,0,3,8,11
wi14,141,WARREN,MATH,Mathematcs,0,0,0,1,3,4,3,1,4,1,4,5,4,4,8,0,0,0,9,12,21
wi14,141,WARREN,MATH,Mth-CompSc,0,0,0,7,3,10,2,0,2,1,1,2,4,2,6,0,0,0,14,6,20
wi14,141,WARREN,MATH,Mth-Mth&Ec,0,0,0,4,7,11,8,4,12,4,6,10,7,6,13,0,0,0,23,23,46
wi14,141,WARREN,MATH,Mth/ApldSc,0,0,0,0,0,0,1,0,1,2,1,3,0,3,3,0,0,0,3,4,7
wi14,141,WARREN,MATH,Prob&Stats,0,0,0,1,1,2,2,3,5,0,2,2,5,1,6,0,0,0,8,7,15
wi14,141,WARREN,MUS,Mu-CompArt,0,0,0,0,0,0,1,1,2,1,1,2,2,1,3,0,0,0,4,3,7
wi14,141,WARREN,MUS,Music,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3
wi14,141,WARREN,MUS,Music Hum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi14,141,WARREN,NENG,NanoEng,0,0,0,6,1,7,13,4,17,17,1,18,36,10,46,0,0,0,72,16,88
wi14,141,WARREN,PHIL,Philosophy,0,0,0,0,0,0,0,2,2,2,2,4,8,1,9,0,0,0,10,5,15
wi14,141,WARREN,PHYS,Biophysics,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,2,4,6
wi14,141,WARREN,PHYS,GenPys/SEd,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
wi14,141,WARREN,PHYS,Phys/Astro,0,0,0,1,0,1,4,1,5,0,2,2,2,0,2,0,0,0,7,3,10
wi14,141,WARREN,PHYS,Phys/Comp,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2
wi14,141,WARREN,PHYS,Physics,0,0,0,2,0,2,2,0,2,3,1,4,6,1,7,0,0,0,13,2,15
wi14,141,WARREN,POLI,Polit Sci,0,0,0,1,0,1,5,3,8,11,9,20,24,22,46,0,0,0,41,34,75
wi14,141,WARREN,POLI,PolSc-Amer,0,0,0,0,0,0,2,0,2,2,2,4,10,6,16,0,0,0,14,8,22
wi14,141,WARREN,POLI,PolSc-Comp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,WARREN,POLI,PolSc-Intl,0,0,0,0,2,2,6,2,8,3,2,5,8,3,11,0,0,0,17,9,26
wi14,141,WARREN,POLI,PolSc-PLaw,0,0,0,0,1,1,2,4,6,6,3,9,4,5,9,0,0,0,12,13,25
wi14,141,WARREN,POLI,PolSc-PPol,0,0,0,0,0,0,0,1,1,2,1,3,4,3,7,0,0,0,6,5,11
wi14,141,WARREN,POLI,PolSc-Thry,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4
wi14,141,WARREN,PSYC,Psychology,0,0,0,6,13,19,3,16,19,18,41,59,30,54,84,0,0,0,57,124,181
wi14,141,WARREN,RELI,Relig/Stu,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2
wi14,141,WARREN,SE,Engin Sci,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,2,2,4
wi14,141,WARREN,SE,Struct Eng,0,0,0,21,10,31,30,12,42,37,11,48,71,19,90,0,0,0,159,52,211
wi14,141,WARREN,SIO,Earth Sci,0,0,0,0,0,0,1,0,1,1,0,1,2,3,5,0,0,0,4,3,7
wi14,141,WARREN,SIO,Marine Bio,0,0,0,0,1,1,0,0,0,0,3,3,2,1,3,0,0,0,2,5,7
wi14,141,WARREN,SOC,SocCulCom,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi14,141,WARREN,SOC,SocEconSoc,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,2,1,3
wi14,141,WARREN,SOC,Sociology,0,0,0,0,0,0,0,1,1,2,7,9,6,8,14,0,0,0,8,16,24
wi14,141,WARREN,SOC,SocLawSoc,0,0,0,0,0,0,0,1,1,3,2,5,1,5,6,0,0,0,4,8,12
wi14,141,WARREN,SOC,SocSciMed,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,3
wi14,141,WARREN,SOC,SocSolneq,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,3
