Quarter,Quarter Sort Val,College,Department,Major,NewFreshman-M,NewFreshman-F,NewFreshman-Total,Freshman-M,Freshman-F,Freshman-Total,Sophomore-M,Sophomore-F,Sophomore-Total,Junior-M,Junior-F,Junior-Total,Senior-M,Senior-F,Senior-Total,Special-M,Special-F,Special-Total,Total-M,Total-F,Total
fa12,123,MARSHALL,ANTH,Anth-Arch,0,1,1,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,2,5,7
fa12,123,MARSHALL,ANTH,Anth-Biol,0,0,0,0,0,0,0,0,0,0,6,6,4,4,8,0,0,0,4,10,14
fa12,123,MARSHALL,ANTH,Anth-Soci,0,2,2,0,0,0,0,1,1,0,2,2,0,4,4,0,0,0,0,9,9
fa12,123,MARSHALL,BENG,Bioen:Binf,2,4,6,1,0,1,1,0,1,2,2,4,3,2,5,0,0,0,9,8,17
fa12,123,MARSHALL,BENG,Bioeng:PM,0,0,0,0,0,0,0,0,0,0,1,1,3,3,6,0,0,0,3,4,7
fa12,123,MARSHALL,BENG,BioengBiot,6,2,8,0,0,0,1,1,2,4,6,10,15,8,23,0,0,0,26,17,43
fa12,123,MARSHALL,BENG,Bioengin,0,2,2,0,0,0,3,2,5,4,3,7,4,2,6,0,0,0,11,9,20
fa12,123,MARSHALL,BIOL,Bioc/CellB,9,19,28,1,1,2,3,10,13,9,15,24,28,43,71,0,0,0,50,88,138
fa12,123,MARSHALL,BIOL,BiolBioinf,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
fa12,123,MARSHALL,BIOL,Ec/Beh/Evo,0,0,0,0,0,0,0,0,0,2,2,4,2,2,4,0,0,0,4,4,8
fa12,123,MARSHALL,BIOL,Genl Biol,6,20,26,1,0,1,2,6,8,8,18,26,32,60,92,0,0,0,49,104,153
fa12,123,MARSHALL,BIOL,Human Bio,17,40,57,1,0,1,13,17,30,14,34,48,41,58,99,0,0,0,86,149,235
fa12,123,MARSHALL,BIOL,Microbiol,1,0,1,0,0,0,0,3,3,1,4,5,5,7,12,0,0,0,7,14,21
fa12,123,MARSHALL,BIOL,Molec Biol,4,2,6,0,0,0,0,1,1,0,1,1,3,2,5,0,0,0,7,6,13
fa12,123,MARSHALL,BIOL,PhyslNeuro,8,18,26,0,1,1,2,6,8,4,10,14,24,17,41,0,0,0,38,52,90
fa12,123,MARSHALL,CENG,Chem Engin,5,13,18,0,0,0,4,7,11,16,5,21,19,11,30,0,0,0,44,36,80
fa12,123,MARSHALL,CGS,CritGendSt,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
fa12,123,MARSHALL,CHEM,Bioch/Chem,9,15,24,0,1,1,4,6,10,13,17,30,18,32,50,0,0,0,44,71,115
fa12,123,MARSHALL,CHEM,Bioinform,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,2
fa12,123,MARSHALL,CHEM,Chem Phys,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
fa12,123,MARSHALL,CHEM,Chemistry,5,6,11,0,0,0,1,3,4,9,5,14,12,11,23,0,0,0,27,25,52
fa12,123,MARSHALL,CHEM,Envir Chem,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,1,3
fa12,123,MARSHALL,CHEM,Pharm Chem,4,8,12,0,0,0,0,5,5,2,11,13,14,20,34,0,0,0,20,44,64
fa12,123,MARSHALL,CHIN,Chinese St,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
fa12,123,MARSHALL,CLAS,Classic St,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
fa12,123,MARSHALL,COGS,Cog Sci,2,3,5,0,0,0,2,6,8,5,5,10,5,7,12,0,0,0,14,21,35
fa12,123,MARSHALL,COGS,CogSc/ClAs,0,0,0,0,1,1,0,1,1,0,0,0,1,5,6,0,0,0,1,7,8
fa12,123,MARSHALL,COGS,CogSc/Comp,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
fa12,123,MARSHALL,COGS,CogSc/HCI,0,1,1,0,0,0,1,3,4,1,3,4,5,3,8,0,0,0,7,10,17
fa12,123,MARSHALL,COGS,CogSc/HCog,0,1,1,0,0,0,1,2,3,0,1,1,0,0,0,0,0,0,1,4,5
fa12,123,MARSHALL,COGS,CogSc/Neur,0,2,2,0,0,0,1,1,2,3,8,11,8,11,19,0,0,0,12,22,34
fa12,123,MARSHALL,COMM,Communic,7,10,17,0,1,1,2,11,13,13,54,67,16,55,71,0,0,0,38,131,169
fa12,123,MARSHALL,CSE,Comp Sci,24,6,30,2,0,2,18,3,21,36,4,40,37,16,53,0,0,0,117,29,146
fa12,123,MARSHALL,CSE,CompEngCSE,13,0,13,0,0,0,3,3,6,8,1,9,13,1,14,0,0,0,37,5,42
fa12,123,MARSHALL,CSE,CompScBinf,1,0,1,0,0,0,0,0,0,2,1,3,3,0,3,0,0,0,6,1,7
fa12,123,MARSHALL,ECE,CompEngECE,6,0,6,0,0,0,1,0,1,2,0,2,2,1,3,0,0,0,11,1,12
fa12,123,MARSHALL,ECE,Electr Eng,15,8,23,0,0,0,4,1,5,18,1,19,33,4,37,0,0,0,70,14,84
fa12,123,MARSHALL,ECE,EleEng&Soc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
fa12,123,MARSHALL,ECE,Engin Phys,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
fa12,123,MARSHALL,ECE,Pr-EngPhys,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
fa12,123,MARSHALL,ECON,Ec-Mth&Ecn,4,6,10,1,0,1,5,1,6,5,4,9,7,6,13,0,0,0,22,17,39
fa12,123,MARSHALL,ECON,Econ-MgtSc,6,5,11,2,1,3,5,11,16,36,30,66,51,38,89,0,0,0,100,85,185
fa12,123,MARSHALL,ECON,Economics,23,17,40,0,0,0,18,11,29,72,66,138,69,60,129,0,0,0,182,154,336
fa12,123,MARSHALL,ESYS,EnvSys(EB),2,1,3,0,0,0,2,2,4,2,4,6,6,18,24,0,0,0,12,25,37
fa12,123,MARSHALL,ESYS,EnvSys(EC),0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4
fa12,123,MARSHALL,ESYS,EnvSys(EP),1,0,1,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,2,2,4
fa12,123,MARSHALL,ESYS,EnvSys(ES),1,1,2,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,3,3,6
fa12,123,MARSHALL,ETHN,Ethnic St,0,0,0,0,0,0,0,0,0,1,4,5,3,3,6,0,0,0,4,7,11
fa12,123,MARSHALL,HDP,Human Dev,0,0,0,0,0,0,0,0,0,2,8,10,4,33,37,0,0,0,6,41,47
fa12,123,MARSHALL,HDP,Pr-HumnDev,0,2,2,0,3,3,2,16,18,2,16,18,1,4,5,0,0,0,5,41,46
fa12,123,MARSHALL,HIST,History,1,1,2,0,0,0,3,1,4,11,5,16,16,15,31,0,0,0,31,22,53
fa12,123,MARSHALL,INTL,Int-5yrEC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
fa12,123,MARSHALL,INTL,IntSt-Anth,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,3,3
fa12,123,MARSHALL,INTL,IntSt-Econ,0,1,1,0,0,0,2,7,9,2,13,15,8,8,16,0,0,0,12,29,41
fa12,123,MARSHALL,INTL,IntSt-Hist,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,1,2,3
fa12,123,MARSHALL,INTL,IntSt-Ling,0,1,1,0,0,0,0,1,1,1,1,2,1,0,1,0,0,0,2,3,5
fa12,123,MARSHALL,INTL,IntSt-PolS,0,2,2,0,0,0,1,2,3,4,7,11,5,15,20,0,0,0,10,26,36
fa12,123,MARSHALL,INTL,IntSt-Soc,0,2,2,1,0,1,0,3,3,4,4,8,1,6,7,0,0,0,6,15,21
fa12,123,MARSHALL,JAPN,JapaneseSt,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
fa12,123,MARSHALL,JUDA,Judaic Stu,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
fa12,123,MARSHALL,LATI,LatinAm St,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2
fa12,123,MARSHALL,LING,Lang Stu,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,1,3,4
fa12,123,MARSHALL,LING,Ling-CogLn,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,4
fa12,123,MARSHALL,LING,Ling-LSoc,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,3,3
fa12,123,MARSHALL,LING,Linguistcs,0,0,0,0,0,0,0,0,0,3,2,5,3,1,4,0,0,0,6,3,9
fa12,123,MARSHALL,LIT,Ital Lit,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
fa12,123,MARSHALL,LIT,Lit/Compos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
fa12,123,MARSHALL,LIT,Lit/CultSt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
fa12,123,MARSHALL,LIT,Lit/Engl,0,2,2,0,0,0,1,1,2,2,2,4,4,4,8,0,0,0,7,9,16
fa12,123,MARSHALL,LIT,Lit/Writng,2,4,6,0,0,0,0,0,0,1,2,3,5,6,11,0,0,0,8,12,20
fa12,123,MARSHALL,LIT,Pre-Lit/Wr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
fa12,123,MARSHALL,LIT,Spanish Lt,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3
fa12,123,MARSHALL,MAE,Aerosp Eng,2,0,2,0,0,0,5,0,5,4,2,6,14,5,19,0,0,0,25,7,32
fa12,123,MARSHALL,MAE,Engin Sci,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,2,1,3
fa12,123,MARSHALL,MAE,Envir Eng,6,3,9,1,0,1,1,0,1,4,2,6,8,3,11,0,0,0,20,8,28
fa12,123,MARSHALL,MAE,Mech Engin,3,0,3,0,0,0,6,1,7,7,1,8,31,8,39,0,0,0,47,10,57
fa12,123,MARSHALL,MATH,Appld Math,1,3,4,0,0,0,4,5,9,2,2,4,2,2,4,0,0,0,9,12,21
fa12,123,MARSHALL,MATH,Math/SecEd,0,0,0,0,0,0,0,0,0,0,1,1,3,2,5,0,0,0,3,3,6
fa12,123,MARSHALL,MATH,Mathematcs,4,4,8,0,0,0,0,2,2,4,7,11,7,3,10,0,0,0,15,16,31
fa12,123,MARSHALL,MATH,Mth-CompSc,1,1,2,0,0,0,0,0,0,2,1,3,2,0,2,0,0,0,5,2,7
fa12,123,MARSHALL,MATH,Mth-Mth&Ec,4,4,8,0,0,0,3,0,3,2,2,4,7,7,14,0,0,0,16,13,29
fa12,123,MARSHALL,MATH,Mth/ApldSc,2,1,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,1,5
fa12,123,MARSHALL,MATH,Pr-Math CS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
fa12,123,MARSHALL,MATH,Prob&Stats,1,0,1,1,0,1,0,1,1,1,0,1,0,3,3,0,0,0,3,4,7
fa12,123,MARSHALL,MUS,Mu-CompArt,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2
fa12,123,MARSHALL,MUS,Music,0,0,0,0,0,0,0,0,0,2,0,2,3,2,5,0,0,0,5,2,7
fa12,123,MARSHALL,MUS,Music Hum,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
fa12,123,MARSHALL,NENG,NanoEng,10,2,12,1,0,1,0,0,0,6,3,9,7,1,8,0,0,0,24,6,30
fa12,123,MARSHALL,PHIL,Philosophy,1,0,1,0,0,0,0,0,0,4,0,4,6,2,8,0,0,0,11,2,13
fa12,123,MARSHALL,PHYS,Biophysics,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4
fa12,123,MARSHALL,PHYS,GenPys/SEd,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,2
fa12,123,MARSHALL,PHYS,Phy/ErthSc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
fa12,123,MARSHALL,PHYS,Phys/Astro,1,0,1,0,0,0,0,0,0,2,0,2,1,1,2,0,0,0,4,1,5
fa12,123,MARSHALL,PHYS,Phys/Comp,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2
fa12,123,MARSHALL,PHYS,Physics,2,2,4,0,0,0,0,0,0,1,1,2,6,2,8,0,0,0,9,5,14
fa12,123,MARSHALL,POLI,Polit Sci,1,4,5,0,1,1,5,3,8,17,9,26,18,19,37,0,0,0,41,36,77
fa12,123,MARSHALL,POLI,PolSc-Amer,1,1,2,0,0,0,2,0,2,1,4,5,6,2,8,0,0,0,10,7,17
fa12,123,MARSHALL,POLI,PolSc-Comp,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,2,3
fa12,123,MARSHALL,POLI,PolSc-Intl,0,1,1,0,0,0,2,2,4,7,4,11,13,14,27,0,0,0,22,21,43
fa12,123,MARSHALL,POLI,PolSc-PLaw,2,4,6,1,0,1,4,7,11,2,5,7,7,2,9,0,0,0,16,18,34
fa12,123,MARSHALL,POLI,PolSc-PPol,2,0,2,0,0,0,1,0,1,2,3,5,2,1,3,0,0,0,7,4,11
fa12,123,MARSHALL,POLI,PolSc-Thry,0,0,0,0,0,0,0,0,0,3,4,7,1,0,1,0,0,0,4,4,8
fa12,123,MARSHALL,PSYC,Psychology,5,26,31,2,6,8,9,21,30,21,61,82,48,93,141,0,0,0,85,207,292
fa12,123,MARSHALL,SE,Engin Sci,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
fa12,123,MARSHALL,SE,Struct Eng,7,2,9,1,0,1,6,4,10,12,7,19,36,9,45,0,0,0,62,22,84
fa12,123,MARSHALL,SIO,Earth Sci,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,3,2,5
fa12,123,MARSHALL,SIO,Marine Bio,0,4,4,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,2,7,9
fa12,123,MARSHALL,SOC,SocAmSt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
fa12,123,MARSHALL,SOC,SocCulCom,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
fa12,123,MARSHALL,SOC,SocEconSoc,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,0,0,0,2,3,5
fa12,123,MARSHALL,SOC,SocIntlStu,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
fa12,123,MARSHALL,SOC,Sociology,2,3,5,0,0,0,3,2,5,13,29,42,12,26,38,0,0,0,30,60,90
fa12,123,MARSHALL,SOC,SocLawSoc,0,0,0,0,0,0,0,1,1,1,0,1,0,4,4,0,0,0,1,5,6
fa12,123,MARSHALL,SOC,SocSciMed,0,0,0,0,0,0,0,0,0,1,1,2,2,6,8,0,0,0,3,7,10
fa12,123,MARSHALL,SOC,SocSolneq,0,0,0,0,0,0,0,1,1,1,1,2,1,3,4,0,0,0,2,5,7
fa12,123,MARSHALL,THEA,Dance,0,0,0,0,0,0,1,0,1,1,0,1,0,2,2,0,0,0,2,2,4
fa12,123,MARSHALL,THEA,Theatre,0,1,1,0,0,0,1,1,2,2,3,5,2,1,3,0,0,0,5,6,11
fa12,123,MARSHALL,UNAF,UndecHumAr,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
fa12,123,MARSHALL,UNAF,Undeclared,32,62,94,2,1,3,6,8,14,5,3,8,0,0,0,0,0,0,45,74,119
fa12,123,MARSHALL,UNAF,UndecPhysS,6,4,10,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,7,7,14
fa12,123,MARSHALL,UNAF,UndecSocSc,8,14,22,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,9,15,24
fa12,123,MARSHALL,USP,Urb Stu&Pl,0,1,1,0,0,0,1,1,2,5,7,12,6,13,19,0,0,0,12,22,34
fa12,123,MARSHALL,VIS,Art Hst/Cr,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,4,4
fa12,123,MARSHALL,VIS,Media,0,0,0,0,0,0,1,0,1,10,2,12,11,4,15,0,0,0,22,6,28
fa12,123,MARSHALL,VIS,Studio VA,1,1,2,0,0,0,0,0,0,1,4,5,0,4,4,0,0,0,2,9,11
fa12,123,MARSHALL,VIS,VA-CompArt,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,2,2,4
fa12,123,MUIR,ANTH,Anth-Arch,0,0,0,0,0,0,0,3,3,2,4,6,1,3,4,0,0,0,3,10,13
fa12,123,MUIR,ANTH,Anth-Biol,0,1,1,0,1,1,1,0,1,1,5,6,0,3,3,0,0,0,2,10,12
fa12,123,MUIR,ANTH,Anth-Soci,0,4,4,0,0,0,0,1,1,1,5,6,3,5,8,0,0,0,4,15,19
fa12,123,MUIR,BENG,Bioen:Binf,3,4,7,0,0,0,0,0,0,1,1,2,2,0,2,0,0,0,6,5,11
fa12,123,MUIR,BENG,Bioeng:PM,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,0,0,6,1,7
fa12,123,MUIR,BENG,BioengBiot,6,1,7,0,0,0,1,1,2,1,3,4,7,5,12,0,0,0,15,10,25
fa12,123,MUIR,BENG,Bioengin,7,1,8,0,0,0,1,2,3,2,4,6,12,6,18,0,0,0,22,13,35
fa12,123,MUIR,BENG,Pr-BioenPM,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2
fa12,123,MUIR,BIOL,Bioc/CellB,17,17,34,0,0,0,3,9,12,12,8,20,26,34,60,0,0,0,58,68,126
fa12,123,MUIR,BIOL,BiolBioinf,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,3
fa12,123,MUIR,BIOL,Ec/Beh/Evo,4,2,6,0,0,0,2,0,2,2,9,11,4,12,16,0,0,0,12,23,35
fa12,123,MUIR,BIOL,Genl Biol,17,24,41,0,2,2,5,10,15,10,21,31,26,62,88,0,0,0,58,119,177
fa12,123,MUIR,BIOL,Human Bio,13,44,57,0,1,1,11,22,33,17,34,51,30,55,85,0,0,0,71,156,227
fa12,123,MUIR,BIOL,Microbiol,2,0,2,1,0,1,0,0,0,2,2,4,5,6,11,0,0,0,10,8,18
fa12,123,MUIR,BIOL,Molec Biol,8,5,13,0,0,0,0,3,3,0,6,6,7,5,12,0,0,0,15,19,34
fa12,123,MUIR,BIOL,PhyslNeuro,8,14,22,1,1,2,2,10,12,13,12,25,27,22,49,0,0,0,51,59,110
fa12,123,MUIR,CENG,Chem Engin,10,5,15,0,0,0,4,6,10,13,6,19,15,10,25,0,0,0,42,27,69
fa12,123,MUIR,CGS,CritGendSt,0,0,0,0,0,0,0,3,3,0,2,2,0,0,0,0,0,0,0,5,5
fa12,123,MUIR,CHEM,Bioch/Chem,6,9,15,0,1,1,2,12,14,13,14,27,29,17,46,0,0,0,50,53,103
fa12,123,MUIR,CHEM,Chem Educ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
fa12,123,MUIR,CHEM,Chemistry,2,3,5,0,0,0,2,0,2,7,3,10,9,6,15,0,0,0,20,12,32
fa12,123,MUIR,CHEM,Envir Chem,0,1,1,0,1,1,1,0,1,0,0,0,3,1,4,0,0,0,4,3,7
fa12,123,MUIR,CHEM,MolecSynth,0,0,0,0,0,0,0,1,1,0,2,2,2,0,2,0,0,0,2,3,5
fa12,123,MUIR,CHEM,Pharm Chem,6,9,15,0,1,1,2,5,7,16,6,22,13,23,36,0,0,0,37,44,81
fa12,123,MUIR,CHIN,Chinese St,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,1,3,4
fa12,123,MUIR,CLAS,Classic St,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
fa12,123,MUIR,COGS,Cog Sci,3,6,9,0,2,2,1,4,5,6,12,18,8,9,17,0,0,0,18,33,51
fa12,123,MUIR,COGS,CogSc/ClAs,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,0,0,0,10,10
fa12,123,MUIR,COGS,CogSc/Comp,0,0,0,0,0,0,2,0,2,2,1,3,1,0,1,0,0,0,5,1,6
fa12,123,MUIR,COGS,CogSc/HCI,0,0,0,0,0,0,2,1,3,2,4,6,5,6,11,0,0,0,9,11,20
fa12,123,MUIR,COGS,CogSc/HCog,0,0,0,0,0,0,0,0,0,2,3,5,0,1,1,0,0,0,2,4,6
fa12,123,MUIR,COGS,CogSc/Neur,0,3,3,0,0,0,3,1,4,2,10,12,14,20,34,0,0,0,19,34,53
fa12,123,MUIR,COMM,Communic,1,12,13,1,4,5,1,12,13,16,38,54,12,35,47,0,0,0,31,101,132
fa12,123,MUIR,CSE,Comp Sci,28,7,35,3,2,5,8,6,14,32,7,39,59,17,76,0,0,0,130,39,169
fa12,123,MUIR,CSE,CompEngCSE,9,1,10,1,0,1,1,0,1,12,1,13,13,2,15,0,0,0,36,4,40
fa12,123,MUIR,CSE,CompScBinf,1,0,1,0,0,0,0,0,0,4,0,4,2,0,2,0,0,0,7,0,7
fa12,123,MUIR,ECE,CompEngECE,9,0,9,0,0,0,0,0,0,1,1,2,3,0,3,0,0,0,13,1,14
fa12,123,MUIR,ECE,Electr Eng,21,2,23,1,0,1,4,1,5,19,7,26,23,3,26,0,0,0,68,13,81
fa12,123,MUIR,ECE,Engin Phys,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3
fa12,123,MUIR,ECON,Ec-Mth&Ecn,3,1,4,2,0,2,1,2,3,9,3,12,3,3,6,0,0,0,18,9,27
fa12,123,MUIR,ECON,Econ-MgtSc,6,7,13,1,3,4,10,14,24,19,16,35,41,33,74,0,0,0,77,73,150
fa12,123,MUIR,ECON,Economics,12,17,29,3,2,5,15,11,26,44,34,78,68,30,98,0,0,0,142,94,236
fa12,123,MUIR,ESYS,EnvSys(EB),2,5,7,0,1,1,0,1,1,5,15,20,6,22,28,0,0,0,13,44,57
fa12,123,MUIR,ESYS,EnvSys(EC),1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,2,2,4
fa12,123,MUIR,ESYS,EnvSys(EP),1,3,4,0,0,0,0,0,0,1,0,1,0,5,5,0,0,0,2,8,10
fa12,123,MUIR,ESYS,EnvSys(ES),2,1,3,0,0,0,1,0,1,0,1,1,1,4,5,0,0,0,4,6,10
fa12,123,MUIR,ETHN,Ethnic St,0,0,0,0,0,0,0,0,0,2,1,3,2,4,6,0,0,0,4,5,9
fa12,123,MUIR,HDP,Human Dev,0,0,0,0,0,0,1,0,1,1,8,9,5,23,28,0,0,0,7,31,38
fa12,123,MUIR,HDP,Pr-HumnDev,1,2,3,0,2,2,1,11,12,4,13,17,2,7,9,0,0,0,8,35,43
fa12,123,MUIR,HIST,History,4,1,5,0,0,0,1,1,2,5,6,11,10,6,16,0,0,0,20,14,34
fa12,123,MUIR,INTL,IntSt-Anth,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2
fa12,123,MUIR,INTL,IntSt-Econ,1,0,1,1,0,1,1,1,2,4,3,7,3,18,21,0,0,0,10,22,32
fa12,123,MUIR,INTL,IntSt-Hist,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
fa12,123,MUIR,INTL,IntSt-Ling,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,3,3
fa12,123,MUIR,INTL,IntSt-Lit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
fa12,123,MUIR,INTL,IntSt-PolS,0,2,2,0,0,0,0,5,5,3,8,11,3,8,11,0,0,0,6,23,29
fa12,123,MUIR,INTL,IntSt-Soc,0,1,1,0,0,0,1,4,5,0,3,3,1,5,6,0,0,0,2,13,15
fa12,123,MUIR,ITAL,Italian St,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
fa12,123,MUIR,JAPN,JapaneseSt,0,1,1,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,2,5
fa12,123,MUIR,LATI,LatinAm St,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
fa12,123,MUIR,LING,Lang Stu,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
fa12,123,MUIR,LING,Ling-CogLn,0,0,0,0,0,0,2,2,4,0,3,3,1,1,2,0,0,0,3,6,9
fa12,123,MUIR,LING,Ling-LSoc,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,1,4,5
fa12,123,MUIR,LING,Linguistcs,0,0,0,0,0,0,0,1,1,5,0,5,4,1,5,0,0,0,9,2,11
fa12,123,MUIR,LIT,Lit/Compos,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,2
fa12,123,MUIR,LIT,Lit/CultSt,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3
fa12,123,MUIR,LIT,Lit/Engl,0,0,0,0,0,0,0,1,1,3,7,10,2,8,10,0,0,0,5,16,21
fa12,123,MUIR,LIT,Lit/World,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
fa12,123,MUIR,LIT,Lit/Writng,1,6,7,0,1,1,0,5,5,3,4,7,8,10,18,0,0,0,12,26,38
fa12,123,MUIR,LIT,Pre-Lit/Wr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
fa12,123,MUIR,LIT,Spanish Lt,0,0,0,0,0,0,0,1,1,1,2,3,1,2,3,0,0,0,2,5,7
fa12,123,MUIR,MAE,Aerosp Eng,5,0,5,0,0,0,6,0,6,7,3,10,15,3,18,0,0,0,33,6,39
fa12,123,MUIR,MAE,Engin Sci,0,0,0,1,0,1,0,0,0,3,0,3,3,1,4,0,0,0,7,1,8
fa12,123,MUIR,MAE,Envir Eng,7,2,9,0,0,0,5,3,8,7,6,13,10,8,18,0,0,0,29,19,48
fa12,123,MUIR,MAE,Mech Engin,7,3,10,0,0,0,4,0,4,7,2,9,23,3,26,0,0,0,41,8,49
fa12,123,MUIR,MATH,Appld Math,1,5,6,3,0,3,2,1,3,0,1,1,2,5,7,0,0,0,8,12,20
fa12,123,MUIR,MATH,Math/SecEd,0,0,0,0,0,0,0,3,3,3,4,7,0,2,2,0,0,0,3,9,12
fa12,123,MUIR,MATH,Mathematcs,4,2,6,1,1,2,0,2,2,8,4,12,7,1,8,0,0,0,20,10,30
fa12,123,MUIR,MATH,Mth-CompSc,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,4,0,4
fa12,123,MUIR,MATH,Mth-Mth&Ec,3,1,4,1,0,1,0,3,3,4,2,6,3,3,6,0,0,0,11,9,20
fa12,123,MUIR,MATH,Mth/ApldSc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
fa12,123,MUIR,MATH,Pr-Math CS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
